CCLE Cell Line Name,Primary Cell Line Name,Compound,Target,Doses (uM),Activity Data (median),Activity SD,Num Data,FitType,EC50 (uM),IC50 (uM),Amax,ActArea
SKBR3_BREAST,SK-BR-3,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","17.1,18.9,20.7,6.17,13.8,7.10,1.73,-38","18.4,3.86,39.1,4.82,25.2,6.72,27.5,.48",8,Sigmoid,8.348594511,8,-37.93336868,0.3601
T47D_BREAST,T-47D,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.4,19.0,1.69,13.1,5.68,-8.4,5.64,-50","25.8,28.2,5.86,5.15,7.88,4.64,11.8,10.8",8,Sigmoid,8.230148804,8,-49.67881775,0.5094
UACC812_BREAST,UACC-812,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","20.0,3.56,.30,-9.8,-1.7,-17,-27,-51","18.7,23.8,14.7,14.7,18.2,9.86,7.67,8.31",8,Linear,NA,8,-49.48458099,0.7207
ZR7530_BREAST,ZR-75-30,Nilotinib,ABL,".0025,.0080,.025,.080,.25,.80,2.53,8","19.4,15.0,-7.9,19.8,-5.9,-.61,-22,-29","28.1,16.7,9.76,25.9,31.2,7.41,11.5,13.1",8,Constant,NA,8,-0.394994527,0.3953
AU565_BREAST,AU565,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8",".89,3.55,15.0,10.5,9.52,11.2,-20,1.11","20.7,13.8,6.60,20.1,18.9,1.78,12.9,10.8",8,Constant,NA,8,9.145515442,0.1964
BT20_BREAST,BT-20,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.6,7.50,4.17,16.2,10.3,7.34,-24,14.6","11.0,19.8,8.44,9.91,4.17,15.5,1.50,17.3",8,Constant,NA,8,6.08484745,0.2088
BT474_BREAST,BT-474,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","3.82,11.9,-21,2.98,-12,-.40,-6.6,-11","8.10,21.1,14.9,5.03,11.7,1.86,3.30,20.7",8,Constant,NA,8,-1.884506941,0.2468
BT549_BREAST,BT-549,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.1,-10,1.79,-7.8,11.8,-7.5,2.78,-23","15.3,.31,4.74,20.1,25.0,11.1,26.6,.46",8,Constant,NA,8,-7.345300198,0.2901
CAL851_BREAST,CAL-85-1,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.9,-7.9,6.82,-2.7,5.91,-4.1,11.3,-20","11.6,10.4,9.81,4.92,8.40,22.7,3.90,3.29",8,Constant,NA,8,0.293514699,0.1528
CAMA1_BREAST,CAMA-1,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-.087,-10,-.89,2.71,7.48,.29,6.78,.54","18.0,1.67,4.69,8.94,3.22,10.2,12.2,1.51",8,Constant,NA,8,0.543937564,0.07149
EFM19_BREAST,EFM-19,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-.65,-15,-1.0,-2.2,9.00,-5.1,4.58,-10","1.53,16.9,9.22,21.4,9.25,13.6,20.1,9.31",8,Constant,NA,8,-2.650507689,0.3282
HCC1187_BREAST,HCC1187,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.5,-4.9,-14,-6.2,3.85,5.26,-1.8,-18","10.1,2.04,12.9,11.2,11.0,7.32,14.9,8.55",8,Constant,NA,8,-4.24152565,0.4677
HCC1395_BREAST,HCC1395,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8",".77,9.70,-18,-7.7,17.7,5.01,4.92,-11","3.16,6.96,19.5,11.6,8.45,22.1,13.9,2.02",8,Constant,NA,8,-0.648512483,0.1969
HCC1569_BREAST,HCC1569,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-12,-7.4,-3.9,5.87,19.0,15.5,7.56","4.53,11.3,2.34,17.7,4.11,13.4,.38,10.4",8,Linear,NA,8,-12.24114037,0.09049
HCC1806_BREAST,HCC1806,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","14.3,-2.9,5.66,-7.2,8.78,-8.2,-.39,-24",".53,8.76,7.13,15.4,6.43,6.04,16.0,14.0",8,Sigmoid,9.03774031,8,-23.22135925,0.5461
HCC1954_BREAST,HCC1954,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-.016,11.0,-6.2,5.03,.94,-2.3,-22,-17","1.42,15.1,6.37,11.6,9.59,22.1,4.53,11.4",8,Constant,NA,8,-2.314876795,0.2675
HCC70_BREAST,HCC70,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-2.9,-12,3.11,-7.4,-.22,-4.2,1.13,-2.3","16.9,2.93,20.7,19.0,8.55,13.2,5.52,12.6",8,Constant,NA,8,1.492254138,0.1437
HDQP1_BREAST,HDQ-P1,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-16,3.16,1.22,15.3,12.0,2.27,-9.8,-12","1.51,16.4,9.25,.53,19.0,4.65,17.9,13.7",8,Constant,NA,8,-0.758797884,1.6096
HMC18_BREAST,HMC-1-8,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,-13,-.46,-3.6,3.49,3.92,-4.9,-6.1","4.79,1.65,11.2,5.84,11.6,6.40,10.1,4.52",8,Constant,NA,8,-5.844416142,0.2093
HS578T_BREAST,Hs 578T,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.6,-4.5,-9.5,-5.2,.48,7.89,-11,-15",".83,.90,3.22,2.64,5.24,3.19,1.09,6.09",8,Constant,NA,8,-6.519337654,0.4288
HS739T_BREAST,Hs 739.T,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","1.66,3.69,-3.4,-1.8,-2.0,-6.5,-21,2.14","9.21,6.30,3.09,6.66,17.5,.28,9.07,42.0",8,Constant,NA,8,-4.979845047,0.7555
MB157_BREAST,MB 157,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,.68,30.2,1.84,-4.0,16.1,-16,2.87","31.2,29.9,5.81,3.17,15.5,38.5,10.3,18.7",8,Constant,NA,8,0.276142299,0.5597
MCF7_BREAST,MCF7,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,-5.2,-36,-1.2,38.2,23.2,-29,-8.7","24.0,17.2,12.7,23.3,2.70,12.8,33.1,8.23",8,Constant,NA,8,-4.951581001,0.06679
MDAMB157_BREAST,MDA-MB-157,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","6.23,-.98,16.3,6.78,12.4,-21,-2.1,-4.3","7.64,20.8,5.98,27.0,15.4,3.34,28.2,2.41",8,Constant,NA,8,1.645124912,0.4724
MDAMB175VII_BREAST,MDA-MB-175-VII,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.1,-5.5,-13,9.10,4.04,26.7,-5.3,10.3","1.62,27.2,1.96,39.9,3.5e-4,15.0,3.85,4.24",8,Constant,NA,8,0.675205648,0.1267
MDAMB415_BREAST,MDA-MB-415,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.8,-3.8,-15,10.2,8.96,-13,2.64,23.6","5.90,9.99,6.81,21.4,41.7,13.1,33.6,37.3",8,Constant,NA,8,-4.229296684,0.3684
MDAMB436_BREAST,MDA-MB-436,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.1,6.16,-11,-18,-6.8,2.25,-17,-23","2.26,12.2,6.30,25.7,.69,3.01,1.12,3.21",8,Constant,NA,8,-7.244991779,0.9866
MDAMB453_BREAST,MDA-MB-453,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8",".83,-8.8,8.68,6.76,3.24,-4.8,13.7,3.59","13.3,12.1,13.0,14.1,23.1,22.2,5.96,14.8",8,Constant,NA,8,4.837156296,0
MDAMB468_BREAST,MDA-MB-468,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.1,-33,4.43,-17,-4.6,.061,-8.7,-24","23.0,4.87,5.76,1.43,11.2,20.7,24.2,10.2",8,Constant,NA,8,-14.77316761,0.9397
SKBR3_BREAST,SK-BR-3,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","6.17,-4.0,2.82,1.23,13.3,7.78,19.4,.38","45.3,.62,41.5,6.66,13.2,16.3,22.7,1.75",8,Constant,NA,8,2.923322439,0.0506
T47D_BREAST,T-47D,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","4.82,-4.9,-20,-13,6.76,.21,-18,-13","25.2,23.1,3.31,15.2,2.31,.97,26.7,6.84",8,Constant,NA,8,-5.607659817,0.4176
UACC812_BREAST,UACC-812,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-14,5.45,-13,13.2,1.88,21.3,.12,-13","8.23,15.0,17.0,19.5,31.2,26.5,10.4,28.9",8,Constant,NA,8,8.791394234,0.3032
ZR751_BREAST,ZR-75-1,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","31.7,-40,-29,-13,15.1,9.35,1.84,-63","14.9,13.1,7.89,27.0,19.2,16.5,.39,.89",8,Linear,NA,2.732170564,-62.4504776,1.013
ZR7530_BREAST,ZR-75-30,Nutlin-3,MDM2,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.0,-18,-9.4,-6.5,10.7,14.1,-3.9,-4.3","19.7,1.51,2.25,8.31,3.90,31.4,2.28,.38",8,Constant,NA,8,-4.950675011,0.08222
AU565_BREAST,AU565,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.9,-5.5,-8.2,4.17,-3.0,2.21,5.88,9.99","5.90,.84,4.81,6.96,12.1,.58,14.4,19.8",8,Constant,NA,8,-1.823978543,0.04551
BT20_BREAST,BT-20,PD-0325901,MEK,".0080,.025,.080,.25,.80,2.53,8","7.02,.74,-5.6,-20,-7.4,-11,-15","30.7,6.75,3.04,13.0,23.9,12.7,12.9",7,Constant,NA,8,-7.232457638,0.4673
BT474_BREAST,BT-474,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.6,-15,5.28,-26,-11,-7.0,.15,-23","19.8,16.2,17.4,7.41,20.1,.24,11.9,7.38",8,Constant,NA,8,-7.477146149,0.5865
BT549_BREAST,BT-549,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.03,9.45,9.62,5.83,-11,13.4,-16,-8.4","8.50,2.19,7.18,3.95,13.2,2.42,.62,3.36",8,Constant,NA,8,4.01490736,0.1503
CAL851_BREAST,CAL-85-1,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","3.02,7.55,-19,-25,-47,-48,-58,-63","6.66,17.4,13.1,14.1,13.3,3.39,10.3,3.09",8,Sigmoid,0.06256634,0.679533243,-62.640728,2.3533
CAMA1_BREAST,CAMA-1,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.91,2.55,.87,-6.0,-11,-2.4,-15,-24","5.77,1.42,11.3,20.2,3.84,3.88,3.82,.14",8,Sigmoid,9.025460883,8,-22.43252754,0.238
EFM19_BREAST,EFM-19,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.31,6.72,-3.6,4.29,8.02,6.04,1.28,-4.8",".87,1.73,.094,16.4,6.42,12.2,1.73,5.38",8,Constant,NA,8,2.086999178,0.09919
HCC1187_BREAST,HCC1187,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","3.01,-4.1,-8.0,-9.1,-25,-21,-16,-15","8.42,5.78,10.3,2.46,1.16,2.51,3.67,2.61",8,Constant,NA,8,-13.62421036,0.5391
HCC1395_BREAST,HCC1395,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-3.7,4.09,.72,-1.5,-3.2,-20,-25,-38","6.87,4.12,.25,5.94,9.51,1.37,.49,8.35",8,Sigmoid,1.052071214,8,-35.76197433,0.56
HCC1569_BREAST,HCC1569,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","27.4,.87,11.7,1.16,-9.4,-13,-4.7,-24","4.07,9.95,15.3,8.29,12.0,.49,6.39,22.0",8,Sigmoid,6.917292147,8,-17.40347862,0.2342
HCC1806_BREAST,HCC1806,PD-0325901,MEK,".0080,.025,.080,.25,.80,2.53,8","-7.2,-9.4,-38,-25,-40,-34,-53","2.41,4.92,8.77,6.23,13.4,.46,14.3",7,Sigmoid,0.038444895,8,-35.10932541,2.1571
HCC1954_BREAST,HCC1954,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","10.8,.42,-5.9,-29,-27,-36,-43,-47","12.6,9.70,10.4,8.49,1.15,5.30,4.24,3.79",8,Sigmoid,0.004156668,8,-47.27595901,1.6269
HCC70_BREAST,HCC70,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.1,-4.8,-6.4,-15,-23,-35,-12,-31","8.70,18.6,34.9,34.8,31.3,26.1,47.4,37.4",8,Sigmoid,7.083399927,1.253405809,-53.56866837,2.1081
HDQP1_BREAST,HDQ-P1,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-22,-19,-28,-33,-37,-42,-54","21.3,31.4,15.6,5.13,3.95,1.16,1.21,23.4",8,Sigmoid,8.493745833,5.738184452,-52.39045334,3.6834
HMC18_BREAST,HMC-1-8,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-17,-26,-44,-63,-67,-69,-73,-78","1.46,2.34,.82,3.06,1.66,1.32,3.41,.30",8,Sigmoid,0.022083836,0.036374319,-73.86588287,3.8973
HS578T_BREAST,Hs 578T,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8",".84,-15,-10,-20,-18,-18,-30,-40","1.78,1.03,3.29,1.83,1.33,2.84,4.49,3.71",8,Sigmoid,8.979272875,8,-38.08044434,1.2618
HS739T_BREAST,Hs 739.T,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.0,-7.3,-18,-1.3,-24,-24,-32,-39","13.9,10.5,24.8,4.48,22.9,7.49,17.4,5.74",8,Constant,NA,8,-18.32167625,1.4601
MB157_BREAST,MB 157,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-24,-21,-16,-10,-40,-39,-43,-52","2.93,14.0,20.4,3.26,14.6,15.0,3.69,.69",8,Sigmoid,0.198571131,8,-45.28440475,2.8382
MCF7_BREAST,MCF7,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","2.20,-24,-45,-35,-33,-5.2,-18,-46","13.9,49.2,17.3,39.9,12.6,44.6,16.2,25.4",8,Constant,NA,8,-28.94855499,0.3616
MDAMB157_BREAST,MDA-MB-157,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.0,2.32,-4.0,-10,-3.0,-12,.25,-5.4","9.48,1.81,10.1,16.2,26.2,.84,6.41,14.4",8,Constant,NA,8,-3.351212502,0.751
MDAMB175VII_BREAST,MDA-MB-175-VII,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","5.60,28.1,-.78,6.12,-2.0,-11,-45,-52",".43,6.44,3.55,.42,9.80,3.76,8.30,8.83",8,Sigmoid,1.239876866,3.983871937,-52.76888275,0.8343
MDAMB415_BREAST,MDA-MB-415,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","16.6,28.7,1.99,-4.4,1.02,-13,-17,-1.7","1.27,37.9,4.32,29.0,37.7,9.57,10.4,19.9",8,Constant,NA,8,1.247571349,0.3595
MDAMB436_BREAST,MDA-MB-436,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","8.22,-6.8,-6.1,-19,-12,-25,-20,-22",".50,1.21,20.1,5.33,10.1,5.85,4.22,4.98",8,Sigmoid,0.007445921,8,-20.60052681,0.8916
MDAMB453_BREAST,MDA-MB-453,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","6.38,-1.3,1.96,24.0,2.36,-18,-48,-60","7.05,14.0,6.24,15.2,14.5,5.97,.13,.12",8,Sigmoid,1.178217411,2.751912594,-60.21360016,0.9213
MDAMB468_BREAST,MDA-MB-468,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","21.7,-22,28.9,-39,-7.5,-43,-24,-52","8.39,21.2,2.60,10.4,3.08,9.83,.033,16.8",8,Constant,NA,8,-23.60569191,1.5386
SKBR3_BREAST,SK-BR-3,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","15.5,5.36,14.6,8.09,-8.8,9.83,-5.2,8.06","10.6,11.8,20.1,16.4,.82,41.2,10.7,.15",8,Constant,NA,8,4.977493286,0.04932
T47D_BREAST,T-47D,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.4,9.73,-5.0,-.70,6.72,3.07,4.41,1.78","6.16,5.05,8.39,9.01,15.0,2.42,7.87,15.7",8,Constant,NA,8,4.996741772,0.004786
UACC812_BREAST,UACC-812,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","14.2,4.92,-.74,-17,-27,-27,-29,-51","26.0,7.44,62.4,16.9,61.6,47.6,66.6,38.5",8,Sigmoid,0.015660835,0.036591209,-69.53145599,1.0812
ZR751_BREAST,ZR-75-1,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","-35,-.68,-23,-11,-36,-31,-59,-47","36.4,34.6,27.7,7.64,32.3,.084,36.3,1.58",8,Constant,NA,8,-30.87976646,1.5942
ZR7530_BREAST,ZR-75-30,PD-0325901,MEK,".0025,.0080,.025,.080,.25,.80,2.53,8","9.59,.49,19.6,6.46,40.8,31.4,51.9,6.44","19.2,33.7,6.22,15.3,2.37,9.74,6.22,12.6",8,Linear,NA,8,6.819937229,0
AU565_BREAST,AU565,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","9.96,1.61,16.2,19.0,.24,-13,-38,-52","12.9,26.3,3.60,13.6,36.6,6.59,10.7,3.34",8,Sigmoid,0.992861688,7.564302444,-50.14849472,0.9007
BT20_BREAST,BT-20,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-20,5.74,7.58,21.0,9.47,10.3,20.2,12.5","8.19,4.01,8.47,48.9,28.5,31.1,14.9,.12",8,Constant,NA,8,9.358653069,0.1474
BT474_BREAST,BT-474,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-15,-5.7,-20,-18,-24,-31,-40","1.51,23.5,8.78,14.3,4.43,10.2,3.16,4.35",8,Sigmoid,2.085233688,8,-39.83487701,1.0329
BT549_BREAST,BT-549,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","9.79,7.30,24.1,21.1,12.7,10.8,7.12,4.08","11.9,2.65,18.1,8.69,25.9,9.46,4.33,1.06",8,Constant,NA,8,9.535829544,0
CAL851_BREAST,CAL-85-1,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-12,7.26,-14,6.87,-6.0,.0047,-17,7.30","10.3,23.9,2.28,1.34,1.08,8.15,12.7,11.3",8,Constant,NA,8,-5.373597145,0.2048
CAMA1_BREAST,CAMA-1,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.7,.099,2.04,-3.2,-1.5,1.05,-22,-20","1.15,15.1,3.54,.63,8.82,7.57,19.9,13.7",8,Constant,NA,8,-3.964913368,0.2178
EFM19_BREAST,EFM-19,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","15.7,-1.3,30.0,3.11,11.0,-22,-18,-35","17.9,1.49,1.24,7.32,3.08,5.79,10.0,4.22",8,Sigmoid,0.565274596,8,-27.17058563,0.6936
HCC1187_BREAST,HCC1187,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-15,-2.9,6.35,9.71,-8.9,-5.7,-20,-21","15.2,20.7,23.4,12.9,7.66,5.70,9.59,6.79",8,Constant,NA,8,-9.361386299,0.3664
HCC1569_BREAST,HCC1569,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","4.84,-6.4,30.6,-5.8,11.5,11.0,3.63,-39","1.55,6.62,3.05,5.98,14.1,14.4,7.04,1.01",8,Sigmoid,8.421156871,8,-39.11737823,0.312
HCC1806_BREAST,HCC1806,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","13.2,-1.3,5.09,-14,18.4,.18,3.39,-11","5.75,6.23,17.2,11.4,2.41,11.5,19.2,14.3",8,Constant,NA,8,0.792109489,0.3205
HCC1954_BREAST,HCC1954,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","6.97,7.43,-1.9,1.95,-2.0,-34,-46,-57","3.17,6.99,15.0,14.7,8.42,1.28,2.74,2.76",8,Sigmoid,0.596598744,2.50906539,-54.58472824,1.2174
HCC70_BREAST,HCC70,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","13.1,-9.4,12.8,16.8,18.2,24.8,12.8,14.3","11.0,15.6,7.12,16.0,23.3,19.0,12.3,29.3",8,Linear,NA,8,-11.02896023,0.0002795
HDQP1_BREAST,HDQ-P1,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.7,-9.5,4.29,-3.1,-22,-51,-53,-52","0,7.92,17.2,38.6,17.5,16.9,9.73,24.0",8,Linear,NA,6.033266816,-55.68481827,3.2073
HMC18_BREAST,HMC-1-8,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.00,-.14,-3.6,1.55,-9.7,-11,-26,-20","2.64,.17,2.25,2.84,2.32,.73,.20,3.17",8,Sigmoid,0.644022286,8,-23.3461132,0.3245
HS578T_BREAST,Hs 578T,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","7.09,-12,4.33,1.51,.64,-3.1,-13,-34","1.14,1.64,4.91,5.44,7.23,3.81,.57,13.8",8,Sigmoid,8.344950145,8,-24.75224686,0.4447
HS739T_BREAST,Hs 739.T,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-.71,4.05,8.31,11.6,-20,-.79,-34,-9.9","1.27,9.26,4.77,1.98,.14,8.88,5.13,.91",8,Sigmoid,0.144997075,8,-16.33808136,0.77
MB157_BREAST,MB 157,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","13.2,21.9,47.1,26.3,-7.0,31.3,-7.6,-2.5","11.0,5.13,27.9,50.9,12.7,8.83,29.0,45.5",8,Constant,NA,8,19.49297714,0.4563
MCF7_BREAST,MCF7,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8",".61,9.81,-25,-18,-26,-11,-40,-44","18.6,25.3,30.8,27.8,29.5,.95,41.4,1.23",8,Constant,NA,8,-11.64649582,0.1991
MDAMB157_BREAST,MDA-MB-157,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","1.21,2.32,-7.5,8.83,2.97,23.9,17.0,8.33","4.34,41.7,41.1,3.45,14.0,12.6,29.4,16.3",8,Constant,NA,8,8.828674316,0.1157
MDAMB175VII_BREAST,MDA-MB-175-VII,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-19,8.89,-18,11.1,-14,-8.3,-27,-26","23.6,2.65,4.30,17.0,2.08,9.12,8.35,9.32",8,Constant,NA,8,-14.59160995,0.4732
MDAMB415_BREAST,MDA-MB-415,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-6.2,26.8,18.1,1.59,-18,-13,-43,-50","4.66,18.0,20.8,26.8,18.6,18.5,7.25,16.3",8,Linear,NA,6.220910659,-51.42065048,0.9099
MDAMB436_BREAST,MDA-MB-436,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8",".34,-10,-5.3,-9.4,11.1,-3.6,-2.5,-22","3.28,6.12,16.8,17.5,.65,4.73,7.43,4.33",8,Constant,NA,8,-4.111074924,0.4081
MDAMB453_BREAST,MDA-MB-453,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-4.1,5.04,5.11,4.19,-8.6,-15,-23,-36","11.1,22.0,29.2,17.3,9.17,8.54,5.08,5.11",8,Sigmoid,3.409235477,8,-35.92456055,0.2768
MDAMB468_BREAST,MDA-MB-468,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.4,-28,6.42,-17,-4.7,-41,-4.3,-29","20.9,26.4,6.24,39.7,.85,11.2,5.35,13.2",8,Constant,NA,8,-9.091706276,0.903
SKBR3_BREAST,SK-BR-3,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","15.3,2.66,26.1,15.0,2.41,23.4,32.3,5.98",".38,21.2,18.2,38.7,4.00,19.2,7.20,30.0",8,Constant,NA,8,15.31219482,0
T47D_BREAST,T-47D,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","11.8,2.00,1.30,11.5,5.26,-14,-35,-24","31.2,2.39,7.02,17.3,46.8,11.2,22.2,16.6",8,Constant,NA,8,-5.007502079,0.5315
UACC812_BREAST,UACC-812,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","-1.7,-3.4,22.1,6.99,5.13,2.82,-21,-34","18.5,10.1,31.3,24.1,20.7,13.1,12.5,9.96",8,Constant,NA,8,-16.809412,0.3588
ZR7530_BREAST,ZR-75-30,PD-0332991,CDK4,".0025,.0080,.025,.080,.25,.80,2.53,8","7.51,-13,-12,5.59,-8.0,19.7,13.2,-4.7","24.4,17.6,23.1,41.7,13.8,.18,25.4,29.3",8,Constant,NA,8,0.055153757,0.06974
AU565_BREAST,AU565,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-13,-10,-8.6,-20,11.7,4.29,6.62,-34","3.50,9.80,12.0,3.12,3.10,6.14,21.9,19.0",8,Sigmoid,7.183713436,8,-33.47408676,0.7979
BT20_BREAST,BT-20,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-5.7,14.4,-9.7,17.3,-38,34.1,2.38,-16","15.1,14.7,3.74,9.04,11.7,24.3,11.4,25.2",8,Constant,NA,8,2.514498949,0.5166
BT474_BREAST,BT-474,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-9.5,1.41,-9.2,2.49,-.23,5.94,3.58,-19","10.2,2.48,21.6,.19,24.7,5.78,21.1,3.77",8,Constant,NA,8,0.928014755,0.2296
BT549_BREAST,BT-549,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","9.98,-2.0,6.81,-5.0,9.29,-6.4,7.66,-58","17.0,24.6,3.12,5.03,17.5,6.20,18.1,16.8",8,Sigmoid,7.813856125,7.568719387,-57.92537689,0.533
CAL851_BREAST,CAL-85-1,PF2341066,c-MET,".0025,.0080,.025,.080,.25,.80,2.53,8","-8.2,20.3,-2.0,16.0,11.6,20.2,-3.5,-37",".41,20.1,7.97,.018,16.0,18.6,20.5,2.03",8,Sigmoid,3.091454029,8,-37.43328094,0.2923
